OPENADMET_INCHIKEY,OPENADMET_CANONICAL_SMILES,LOG_CLint_HLM,CLint_HLM,LOG_CLint_RLM,CLint_RLM,LOG_CLint_MLM,CLint_MLM
UAFXMLYFRFORFY-UHFFFAOYSA-N,O=C(O)CC1CC2=CC=C(C3=CC(F)=CC(OC(F)F)=C3)C=C2N1S(=O)(=O)C1=CC=CC(C(F)(F)F)=C1,,,,,1.68263687783336,48.1545
WBMGODYTCHLZEL-UHFFFAOYSA-N,O=C(NC1=CC=C(F)C(C2=NC3=NC=C(C4=CC=CC=C4)N3C=C2)=C1)N1CCCC1,,,,,0.9906717750659998,9.7875
OCZUUBFAOFWXDR-UHFFFAOYSA-N,CC1=CC=C(CCN2C=C(C3=CC=CN=C3)N=C2CN2C(=O)N(C3CC3)C3=CC=NC=C32)C=N1,1.5733358400660675,37.44,,,,
VOCIKARWQYPJGY-CMXOPFONSA-N,CC[C@@H]1NC(=O)[C@H]([C@@H]2O[C@@H](SC3=CC=C(Cl)C(OC)=C3)C[C@H]2C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,1.238447577141119,17.316,0.5976951859255123,3.96,1.1112457062718497,12.9195
JCFGNVQKALNTTE-CRHVVPOVSA-N,O=C(N[C@@H](CCN1C[C@@H]2CN(C(=O)C3=CC=C(C(F)(F)F)C=N3)C[C@@H]2C1)C1=CC=CC(F)=C1)C1CCOC1,2.603479981788932,401.31,,,,
MBEHMHLXXRGWSZ-UHFFFAOYSA-N,CN1C(CN2CCC(C3=CC=CC(OCC4=CC=C(Cl)C=C4F)=N3)CC2)=NC2=CC=NC=C21,2.146128035678238,140.0,,,,
UWCFRZWASWYPAF-GQCTYLIASA-N,CC1=NN(C2CCN(C(=O)/C=C/C3=CC=C(C(F)(F)F)C=C3CN3N=NC(C)=N3)CC2)C=N1,1.2723058444020865,18.72,1.4313637641589874,27.0,,
CZOHCBBUAHEPLS-UHFFFAOYSA-N,O=C(C1=CC=CC(Cl)=C1)N1CCN(CC2=CC=C(N3CCCCS3(=O)=O)C=C2)CC1,,,,,1.9149510611278815,82.215
IKHBDGXOKFWUEJ-UHFFFAOYSA-N,O=C(NC1=CC=C(Cl)C=C1)NC1=CC=C(C2=CC=CC=C2)S1,,,1.6016254795539446,39.96,,
CZRHBBPVCJCBJY-UHFFFAOYSA-N,CCN1C=NC2=C(C3=CC=C(F)C(OC4=CN=C(C#N)N=C4)=C3)C=NN=C21,1.758381941774675,57.33,,,,
MBTBDRKHZRHIDF-UHFFFAOYSA-N,CC1(C)CNC(=O)N(C2=CC=C(F)C(C(F)(F)F)=C2)C1=O,1.0224283711854865,10.53,,,1.7688230254496435,58.725
ZLFNHZWFKGOWRN-UHFFFAOYSA-N,O=C(CC1=CC=CC=C1)NC1=NC2=CC=C(N(CCN3CCOCC3)C(=O)NC3=CC=C(Cl)C=C3)C=C2S1,,,3.315422411252926,2067.39,,
DFAUAZYINZOIAU-UHFFFAOYSA-N,CC1=C(C2=CN=CC(C3=CC=C(C(N)=O)C(OC(C)C)=C3)=C2)C=NN1C,0.9658129530366032,9.243,,,1.9924054878750004,98.2665
KKFDZFRBUBMBSX-HCRBLMMWSA-N,CC(C)N1C[C@@H](C(=O)N2C[C@@H](C)[C@](O)(C3=CC=C(F)C(F)=C3)[C@@H](C)C2)[C@H](C2=CC=C(F)C=C2F)C1,1.515343893088381,32.76,,,,
KXDOOFLQJQLWJT-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)N2CCOCC2)C=C1C#CC1=CC(Cl)=CC=C1OCC(=O)O,,,1.255272505103306,18.0,,
XRFARLVFDBABAU-UHFFFAOYSA-N,CC1=NOC(C)=C1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC2)CC1,0.5866998016240491,3.861,,,,
FVTBMJITRBCVOY-KPZWWZAWSA-N,COC1=C(Cl)C=C([C@@H]2C3=CC4=C(C=C3C[C@H]3COC(=O)N32)OCCO4)C=C1Cl,2.7703069614262605,589.26,,,,
NGVJAFIWNUZSFS-IAGOWNOFSA-N,O=C(NCC1=CC=CN=C1)NC1=CC=C(S(=O)(=O)N[C@@H]2CCNC[C@H]2F)C=C1,0.4771212547196624,3.0,,,,
HIKQLXGUPAZZHU-UHFFFAOYSA-N,CC1(C)CC(=O)C2=C(C1)N=C(N1CCOC3=CC=C(C4=CC=CC=C4)C=C31)S2,-1.744727494896694,0.018,,,,
AMJSRKIPZBGEJM-QGZVFWFLSA-N,CN[C@@H]1CCN(C2=CC=C(N3N=CC4=C(SC(C5=CC=C(OC)C=C5)=C4)C3=O)C=N2)C1,2.8573324964312685,720.0,,,,
TYPZMHBQVZOWRQ-UHFFFAOYSA-N,CCOC(=O)N1CCC2(C1)NC1=CC(OC)=C(C3=CN=CO3)C=C1C(=O)N2C,1.4483971034577676,28.08,,,,
BMIXXIGEPMPTIS-UHFFFAOYSA-N,FC1=CC=CC(CN2CCC(OC3=NC=NC4=C3C=CN4CC3=CC=CC=C3)CC2)=N1,2.424211718939284,265.59,,,,
HUSDYKHBBUDXHX-CQSZACIVSA-N,CNC(=O)[C@@H](C)OC1=CC=CC2=NC=NC(NC3=CC=C4C(=C3)C=NN4CC3=NC=CS3)=C12,1.2723058444020865,18.72,,,,
NECGZTHDEZSWKN-QFIPXVFZSA-N,CC(=O)CCCCC[C@H](NC(=O)C1CCN(C)CC1)C1=NC(C2=CC=C(C#N)C=C2)=CN1,,,2.7737864449811935,594.0,,
MWXFYWRQDSMARJ-UHFFFAOYSA-N,NC(=O)C1=CC=CC2=CN(C3=CC=CC=C3)N=C12,,,2.345177616542704,221.4,2.7326108527951987,540.27
CUHWXUMDISNXMD-UHFFFAOYSA-N,O=S(=O)(NC1=C2C=CC=NC2=CC=C1CC1CCCCC1)C1=CC=C(Br)C=C1,,,,,2.1112457062718497,129.195
ZNKQZQCGGXGVRU-AGMAZQPASA-N,CN(C)C(=O)N[C@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@@H](OC2=CC=CC(C(N)=O)=C2)C3)CC1,,,1.7323937598229686,54.0,,
TXQKAMUBLHSETK-BCDXTJNWSA-N,O=C(CC1=CC=CC=C1)N1C[C@@H]2[C@H](CNC3=NC(C4=CC=CC=N4)=CS3)[C@@H]2C1,1.2442771208018428,17.55,1.4313637641589874,27.0,,
ZCDQMYGMUJCSPB-UHFFFAOYSA-N,O=C(O)CN1C(=O)C2(CC(=O)N(CC3=CC=CC=C3)C2=O)C2=CC(Cl)=CC=C21,,,1.209515014542631,16.2,,
CFISWPGBDAECTC-INIZCTEOSA-N,C[C@H](NC(=O)C1CCOCC1)C1=CC=C(NC(=O)N2CC(C3=CC=CN=C3)C2)C=C1,,,,,2.3561597599568995,227.07
SPHIXHDELKRNEL-UHFFFAOYSA-N,CCCN1CCCN(C2=NC=C(C3=CC=C4C(NC5=CN=CC=N5)=CC=NC4=C3C)C=N2)CC1,2.545307116465824,351.0,,,,
IDVWFRRQOFXIBN-VWLOTQADSA-N,O=C(NC1CCCCC1)[C@H](C1CCCCC1)N1C(C2=CC=C(Cl)C=C2)=NC2=CC(F)=C(Cl)C=C21,2.2049064289025684,160.29,,,3.5512956496159296,3558.735
OEXOYPPMGZXWRP-UHFFFAOYSA-N,CC1=C(C2=CN(S(=O)(=O)C3=CC=CC4=CC=CC=C34)C3=CC=CC=C23)N=C(N)N1,,,2.0355898172434572,108.54,,
YENNSFZGAPUOQB-XGCWNURASA-N,C[C@@H]1CC2=C(NC3=CC=CC=C23)[C@@H](C2=C(F)C=C(OCCN3CC(CF)C3)C=C2F)N1CC(C)(C)F,1.0,10.0,1.462397997898956,29.0,,
HSAOETBFVAWNRP-UHFFFAOYSA-N,CCCCOCCOC1=C(C)SC(C2=CC=C(C(=O)O)C(F)=C2)=N1,1.624488362513449,42.12,1.255272505103306,18.0,,
SQDRYTCIPUCPHK-UHFFFAOYSA-N,CCCCN1C(C2=CN=C(NC3=CC=C(C)N=C3)C(Cl)=C2)=NC2=CC=CC=C21,2.6085153365370353,405.99,2.7008767083769034,502.2,,
DVIVLYHDLNAXAT-OAQYLSRUSA-N,CC[C@@H](NC1=C(C#N)C(C2=CC=C(C3=CC=CC(C)=C3F)C=C2)=NC2=CN=CC=C12)C(=O)O,,,1.669037800885156,46.67,,
IXKFWNVFUXXEFY-HXUWFJFHSA-N,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(CC3=CC(Cl)=CC=C3F)C2=O)C2=CC(Cl)=CC=C21,0.7671558660821804,5.85,1.534026106056135,34.2,,
ZGVAOTVKLNIQPG-UHFFFAOYSA-N,CON(C)C(=O)C1=C(OCCC2=CC=CC=C2)C=C(N2CCOCC2)S1,,,,,0.291701770729981,1.9575
LIGMPEYLZKWWSR-UHFFFAOYSA-N,CN1CCC(C2=NC(C3=CC=C(F)C(NS(C)(=O)=O)=C3)=C(C3=CC=NC(NCC4CC4)=N3)S2)CC1,-0.2416180582253246,0.5733,1.0490628897941248,11.196,0.7133056975998121,5.167800000000001
NPUKDXXFDDZOKR-LLVKDONJSA-N,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,2.472506328967893,296.829,,,,
IDTLNOOYTVGUDL-ZWOKBUDYSA-N,C[C@H]1CN(CC[C@H]2CC[C@H](NC(=O)N(C)C)CC2)CCC2=CC=C(Cl)C=C21,1.6955517183388942,49.608,1.8115750058705933,64.8,,
CTWBYWXKUNSXJJ-UHFFFAOYSA-N,CC1=C(COC2=CC=C3CN(C(=O)C4CCOC4)CCC3=N2)C(C2=CC=C(F)C=C2)=NO1,1.4483971034577676,28.08,2.4539295920577286,284.4,,
LJVAJPDWBABPEJ-PNUFFHFMSA-N,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCN3C=NC(C4=CC=CN=C4)=C3)C(=O)O[C@]12C,1.5843312243675307,38.4,,,,
QFWJTAWHWVJZRW-KDURUIRLSA-N,O=C(NC1=CC=NN=C1)C1=CC(N2C[C@H]3COC[C@H]3C2)=CC=C1OCC1=CC=CC=C1,0.7016543173257481,5.031,,,,
MDKTZILMEGSDQH-UHFFFAOYSA-N,NC1=NC=C(N2CCN(C3=CC=CC(C4=CC=CC=C4)=C3)CC2)C(N)=N1,1.4533183400470375,28.4,,,,
UOYHDKISFGYWPA-MSOLQXFVSA-N,CNC(=O)[C@@H]1CC[C@H](C2=CC=C(OCC3=CC=CC=C3F)C=C2)N1,,,1.2237554536572413,16.740000000000002,,
JXXDKEGRJWGOEE-UHFFFAOYSA-N,CC(=O)NC1=NC2=CC=C(N(C)C3=CC=C(F)C(NC(=O)C4=CC=CC(OC(C)(C)C#N)=C4Cl)=C3)N=C2S1,1.7213983755215052,52.65,,,2.333094455888206,215.325
PXMRCXLAHHSQJX-DEOSSOPVSA-N,O=S(=O)(C1=CC=CC=C1C1=CC=C(CN2CCC(CCO)CC2)C=C1)N1CCCC[C@H]1CO,2.2121876044039577,163.0,,,,
UMLBPTKZCLVUIO-UHFFFAOYSA-N,FC(F)(F)C1=CC=CC=C1CN1C=CC2=C(OC3CCN(CC4=CSC=N4)CC3)N=CN=C21,2.464385208841898,291.33,,,,
XZPWQPYNIDDTCW-UHFFFAOYSA-N,CCCC1=CC=C(NC2=CC(C)=NC3=NC=NN23)C=C1,1.624488362513449,42.12,,,,
LLTMFKOMKKKDNQ-UHFFFAOYSA-N,COC1=CC=C(CN2CCC(N(C3=CC=C(C(F)(F)F)C=C3)C3=CC=CN=C3)CC2)C=C1,1.816373888752362,65.52,,,,
AZGQHVVMXCXTSI-UNMCSNQZSA-N,CC1=C(CC2=CC=C(C3=CSC=N3)C=C2)C=C(C(=O)N[C@H]2CCCC[C@@H]2O)C(=O)N1C,1.414973347970818,26.0,,,,
SLDGUSKESKVMEL-UHFFFAOYSA-N,COC1=CC=C(OC)C(CCN2C(=O)C3=CC(C4=CC=CC=C4S(N)(=O)=O)=CC=C3N(C)C2=O)=C1,-0.7986028756795485,0.159,,,,
NXDNFWWIQWANPZ-LEWJYISDSA-N,C=C(C)[C@@H]1CCC(C)=C[C@H]1C1=C(O)C=C([Si](C)(C)CCCCCC)C=C1O,1.7420177471401384,55.21,2.502795704130006,318.27,2.106088858382442,127.67
WXQUVTDLXMNHNT-HNNXBMFYSA-N,CCSC1=CC=CC=C1C(=O)N(CC1CCC1)[C@H]1CCNC1,0.9712758487381052,9.36,,,,
MGNAAFXYBOHOKA-XDHOZWIPSA-N,C=C1N/C(=C/C2=C(C)N(C3=CC=C(OC)C=C3)C(C)=C2)C(O)=C1C(=O)OCC,,,,,2.325125526216931,211.41
KBBXMARUHDVNOM-UHFFFAOYSA-N,CC(C)N1C=C(C(=O)C2=CN=CC(NC(=O)CN3C=CC(C4CC4)=N3)=C2)C2=CN=CC(F)=C21,1.636387585813157,43.29,,,,
BMNYDVCLZFBKBB-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=C(CNC(=O)C2=CC=C(S(F)(F)(F)(F)F)C=C2)C(Cl)=C1,,,1.2464985807958011,17.640000000000004,,
MESJKKLEOVJXNZ-UHFFFAOYSA-N,CC1CCC(NC(=O)C2=CC3=C(F)C=C(F)C=C3N2)CC1,,,,,3.530249658411309,3390.39
QQRLMVIXUGRZJU-UHFFFAOYSA-N,CN1CCN(C2=NC3=NC(OCC(F)(F)F)=C(Cl)C=C3N3C=NN=C23)CC1,0.8255818905391858,6.692399999999999,,,1.2864587153176092,19.340100000000003
UJYVUWBBXAPUDC-UHFFFAOYSA-N,CC1=NOC(C2=CC=CC=C2)=C1CN1CC2(CC1=O)C(=O)N(CC(=O)O)C1=CC=C(Cl)C=C12,,,,,,
WLGQQERODGNGQU-GUYCJALGSA-N,COC1=CC=C(NC[C@@]2(C)C[C@@H](O)CC(C)(C)C2)C=C1S(N)(=O)=O,1.0,10.0,,,1.8221680793680175,66.4
GDTDFUVBXCVPTM-FWEDTRJPSA-N,CN1C[C@H](C(=O)NC2=CC=C(Cl)C=C2)[C@@H](C2=CN=C(/C=C/C(=O)NC3=CC=CC=C3N)C=N2)C1,1.0413926851582251,11.0,,,1.3979400086720375,25.0
PLRLFPWNIFXLDB-UHFFFAOYSA-N,N/C(=N\S(=O)(=O)C1=CC=CC=C1)NCC1=NN(C2=CC=C(Cl)C=C2)C(C2=CC=C(Cl)C=C2)=C1,,,,,,
VGRQDGIETJVJMO-UHFFFAOYSA-N,C1=CC=C(CN2C=CC3=C(OC4CCN(CC5=NC=CS5)CC4)N=CN=C32)C=C1,1.8605775512444156,72.54,,,,
HGYGUELQJYCRDJ-UHFFFAOYSA-N,CC1=C(CCSCCO)C=C(C2=CC=C(S(C)(=O)=O)C=C2)N1C1=CC=C(F)C=C1,1.6614719287666189,45.864,,,2.457242847452354,286.578
JMYADEOPJFRDDM-OALUTQOASA-N,CNC[C@@H]1OCC2=CC=CC=C2[C@@H]1OC1=CC=CC(C)=C1C,1.5440680443502757,35.0,,,,
WCWYDEZAQBAYBF-MUUNZHRXSA-N,C=CCN1C(=O)C2=CN=C(NC3=CC=C(N4CCN(C)CC4)C=C3)N=C2N1C1=CC=C2CC[C@@](C)(O)C2=N1,1.3010299956639813,20.0,,,,
PEYDBQHSYMRJSL-BJKOFHAPSA-N,CC[C@@H](O)CNC(=O)C[C@H](CCC1CCCCC1)NC(=O)C1=NN(CC(C)C)C(C2=C(OC)C=CC=C2OC)=C1,2.60422605308447,402.0,,,,
NMEJEQWJOOWNFC-UHFFFAOYSA-N,O=C(C1=CN=C(NC2(C3=CN=CC=N3)CCC2)N=C1)N1CCC2(CCOCC2)C1,4.214313897424399,16380.0,,,,
RKTWFMDUKBINRA-UHFFFAOYSA-N,CC1=CC=C2C(N3CCN(CCC4=CC=CC5=C4OCC4=C(C(=O)NCC6CC6)N=CN54)CC3)=CC=CC2=N1,0.5153438930883808,3.2759999999999994,-0.0457574905606751,0.9,,
NMRGHYQXKHANMB-UHFFFAOYSA-N,CC(C)CS(=O)(=O)OC1=CC=C(S(=O)(=O)CC2CS2)C=C1,,,1.5891673905460475,38.83,,
ZNNAAXZOLAOTRD-UHFFFAOYSA-N,COC1=CC2=NC=CC(OC3=CC=C4C(C(=O)NC5=CC=C(Cl)C=C5)=CC=CC4=C3F)=C2C=C1OC,1.545307116465824,35.1,1.7323937598229686,54.0,,
TZTZUIQXHKAHBD-SIKLNZKXSA-N,CC[C@H]1C[C@@H](C(=O)NCC2CCOCC2)CN(CC2=C(C)OC(C3=CC=CC=C3)=N2)C1,2.4222943008935625,264.42,,,,
BHIWKCYRDRDVNP-UHFFFAOYSA-N,CCS(=O)(=O)N(CC1=CC=CN=C1)C1=CN=CC(C2=NC3=CC=CC=C3S2)=C1,2.815442259188306,653.7959999999999,,,,
DNBAEOXZNMACTF-UHFFFAOYSA-N,COC1=CC=C(OC)C(C2=CC=CC3=C(N)C4=C(O)N(C)C=C4N=C23)=C1,0.7583819417746753,5.7330000000000005,,,,
OHRZNXASWFOION-UHFFFAOYSA-N,O=C(NC(CC1=CC=CC=C1)C(O)C(=O)NC1CC1)C1=CC=C(O)N1C1CC2=CC=CC=C2C1,0.3692158574101428,2.34,,,,
VPNXZHPFHYJMFF-UHFFFAOYSA-N,CCCOC1=CC2=C(C=C1OCC)C1CC(O)C(CC(C)C)CN1CC2,1.3521825181113625,22.5,,,2.728678366850914,535.4
BQKAPRHCWWQTIM-OERAWDQMSA-N,CCOC1=CC2=NC=NC(NC3=CC=C(OC4=CC5=NN=CN5C=N4)C(C)=C3)=C2C=C1NC(=O)/C(F)=C/[C@H]1CCCN1C,0.4661258704181992,2.925,,,,
RQMKKQCJQKYEIY-BSSRECETSA-N,CCC(NC(=O)C1=CC=C(Cl)C=C1)[C@@H]1[C@@H]2C[C@H](OC3=CC=NC4=CC=NC=C34)C[C@@H]21,1.7323937598229686,54.0,,,,
UDLUYVVEARTGHQ-BBRMVZONSA-N,CC1(C)C[C@H](O)C[C@](C)(CNC2=CC=CC(S(N)(=O)=O)=C2)C1,0.8195439355418687,6.6,,,1.5705429398818975,37.2
UVAFTSLABQOVGX-NRFANRHFSA-N,CNC(=O)[C@@H]1CCCN1S(=O)(=O)C1=CC=C(Cl)C(COC2=CC=CC3=C(C4=CN=CN4C)C=C(C)N=C23)=C1Cl,1.52283531366053,33.33,,,2.066959197867122,116.67
WYNBWGVBDVSVCT-UHFFFAOYSA-N,O=C(NC1=CC=C(F)C=C1)N1CCC2=C(C=CS2)C1C1=CC=C(C(F)(F)F)C=C1,,,2.5056925074122,320.4,,
FPQSWJFTBRDNGN-UHFFFAOYSA-N,CCCCCC(C)NCC1=COC(C2=CC=C(OCC3=CC=C(Cl)C=C3)C=C2)=N1,,,,,1.9149510611278815,82.215
ONWUHYYGOVWCEU-UHFFFAOYSA-N,CNC(=O)C1=CSC2=C(C(F)(F)F)C=C(N3CCN(C(=O)COC(C)C)CC3)N=C12,1.691435152144062,49.14,,,,
VFSOONKWSVTLQP-UHFFFAOYSA-N,O=C(NC1=CC=C(F)C(C2=NC3=NC=C(C4=CC=CC=N4)N3C=C2)=C1)N1CCCC1,,,,,0.8480042714972682,7.047
JUUJUOZOKQGXRK-WDUIKKCMSA-N,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(N)=O)NC1=O,0.9397587972920404,8.7048,,,0.5970531401766048,3.95415
FPMXEAYXZRMJIF-UHFFFAOYSA-N,CCS(=O)(=O)C1=CC=C2C(=C1)N=C(C1(C)CC1)N2CC1CC1,0.9712758487381052,9.36,1.2966651902615312,19.8,,
MSURJHUBIRTHRQ-UHFFFAOYSA-N,NC1=NC(C(F)(F)F)=CC2=C1NC(=O)N2CC1=CC=C(N2CCOCC2)N=C1,1.5996647787884168,39.78,1.6354837468149122,43.2,,
BZFWWXOKSUYPMC-UHFFFAOYSA-N,CC1=CC(CN2N=CN(C3=CC=C(C(F)(F)F)C=C3)C2=O)=CC(C(F)(F)F)=C1OC(C)(C)C(=O)O,0.4313637641589873,2.7,,,,
GHICRWADWFXKES-FQEVSTJZSA-N,CC(C)=CCN1C(N2CCC[C@H](N)C2)=C(C#N)C2=C1C(=O)N(CC1=CC=NC3=CC=CC=C13)C=N2,,,1.7201593034059568,52.5,,
WMZDDENSUUROPR-GOSISDBHSA-N,CC1=CN=C2C(=C1)N=NN2C1=CC=C(CCC(=O)N(C2=NC=CC=C2Cl)[C@@H]2CCCNC2)N=C1,1.036668810300097,10.881000000000002,,,,
RHNBITCWWGCCCA-UHFFFAOYSA-N,ClC1=CC=CC(C2=CC=C(N3CCOCC3)C=C2)=C1Cl,,,1.5563025007672873,36.0,,
WQQOWRVDEINLDE-UHFFFAOYSA-N,CC(C)(C)CC1=NC2=CC(S(=O)(=O)C(C)(C)CO)=CC=C2N1CC1CC1,,,1.9876662649262744,97.2,,
WCXUNBJLKJNUAE-ZFEZZJPFSA-N,CCOC1=CC([C@H](C2=CC3=CC(Br)=CC=C3C=C2OC)[C@@](O)(CCN(C)C)C2=CC=CC3=C2OC=C3)=CC(OCC)=N1,0.5453071164658241,3.51,,,,
XAPVAKKLQGLNOY-UHFFFAOYSA-N,O=C(NCCN1CCC2(CC1)C(=O)NCN2C1=CC=CC(F)=C1)C1=CC=C(F)C(F)=C1,1.250420002308894,17.8,1.7846172926328754,60.9,,
IOYBLNGSDAZUGH-UHFFFAOYSA-N,COC1=CC=C(C2=CC=CC(C#N)=C2)N2N=C(C3(CCO)CC3)N=C12,1.2041199826559248,16.0,,,,
MNTVDRZFXXQEPQ-UHFFFAOYSA-N,CCC1=CC=C2C(C)=NC(NC3=NC(C)(C)C=C(C)N3)=NC2=C1,2.0224283711854865,105.3,,,,
QAVLAAYITNBQOL-UHFFFAOYSA-N,C#CCN1C(=O)N(CC#N)C(=O)C2=CC(S(=O)(=O)NC3(C)CC3)=CC=C21,1.0681858617461617,11.7,,,2.392072315847544,246.645
HQHRLCIBURDWED-IRXDYDNUSA-N,CN1C=NC(S(=O)(=O)N2C[C@H](NC3=CC=CC(OC(F)(F)F)=C3)[C@@H](C3OCCCCO3)C2)=C1,2.500606922065987,316.67,2.6989700043360187,500.0,,
